iter	MultiClass
362	0.01849500236
363	0.01846013227
364	0.01840383878
365	0.01836572998
366	0.01831338253
367	0.01827383978
368	0.01821445293
369	0.01821295568
370	0.01820943951
371	0.01816106503
372	0.01811584016
373	0.01802643286
374	0.01796870971
375	0.01786535908
376	0.01783714623
377	0.01776410345
378	0.01771746384
379	0.01769973224
380	0.01765240714
381	0.01761305706
382	0.01759842586
383	0.01755556639
384	0.01754094501
385	0.01750983481
386	0.01748424146
387	0.01745358717
388	0.01737839538
389	0.01730422155
390	0.01727668906
391	0.01725073264
392	0.01719525871
393	0.01716769389
394	0.01708683004
395	0.01707149423
396	0.01705317552
397	0.01700748112
398	0.01692663861
399	0.01683650873
400	0.01682385891
401	0.01680912282
402	0.01676160644
403	0.01673002408
404	0.01669076216
405	0.01665068935
406	0.01662269328
407	0.01656533917
408	0.01654651133
409	0.01651920578
410	0.01641624283
411	0.01634069008
412	0.01627343875
413	0.01622915951
414	0.01618507951
415	0.01614366557
416	0.01610322523
417	0.01608813482
418	0.01604263268
419	0.01600486807
420	0.015930319
421	0.01582523455
422	0.01579977762
423	0.01577484465
424	0.01576055189
425	0.01565454241
426	0.0156140079
427	0.01560545028
428	0.01559576313
429	0.01555828819
430	0.01550370774
431	0.01548258751
432	0.01546836768
433	0.01542900642
434	0.01538170472
435	0.01535515425
436	0.01532203181
437	0.01529453445
438	0.01528250871
439	0.01524806973
440	0.01522625636
441	0.01520315431
442	0.01515783425
443	0.01514054487
444	0.0151099059
445	0.01506454535
446	0.01501962924
447	0.01500502307
448	0.01496371666
449	0.01493797408
450	0.01491256506
451	0.01490717294
452	0.01487895797
453	0.01486922041
454	0.0148210478
455	0.01479288589
456	0.01477644017
457	0.01473721664
458	0.01471500635
459	0.0146844513
460	0.01465921286
461	0.01463497739
462	0.014631775
463	0.01459572743
464	0.01457959831
465	0.0145554474
466	0.01453420454
467	0.01452976211
468	0.01449396167
469	0.01446435585
470	0.01443450105
471	0.0144256182
472	0.0143769864
473	0.01436810263
474	0.0143065685
475	0.01423140757
476	0.01419912526
477	0.01414156245
478	0.01412966356
479	0.01410236153
480	0.01405845248
481	0.01404411303
482	0.01403332656
483	0.01401343764
484	0.0139771833
485	0.01396057227
486	0.01395002655
487	0.01392528407
488	0.01390881899
489	0.01388497072
490	0.0138569472
491	0.01382882877
492	0.01381773018
493	0.01378655196
494	0.01375389119
495	0.01373864523
496	0.0137350302
497	0.0136651641
498	0.01363809256
499	0.01362698549
500	0.01359939615
501	0.01358351439
502	0.01357184115
503	0.01353205711
504	0.01351877411
505	0.01348044823
506	0.0134729497
507	0.01344565737
508	0.01343638831
509	0.01342255778
510	0.01341066713
511	0.01339783332
512	0.01338668162
513	0.0133771107
514	0.01333098062
515	0.01329725467
516	0.01326989416
517	0.01321815563
518	0.01317886107
519	0.01314381735
520	0.01310149956
521	0.01309227793
522	0.01307026393
523	0.01304672818
524	0.01302420994
525	0.01299333197
526	0.01298106061
527	0.0129702796
528	0.01295674472
529	0.01292805868
530	0.01289656028
531	0.01284710606
532	0.01283696038
533	0.01280517428
534	0.01277275316
535	0.01275925508
536	0.01273061877
537	0.01272120004
538	0.01271627061
539	0.01268451418
540	0.01263777965
541	0.01263067929
542	0.01262386893
543	0.01259635696
544	0.0125866603
545	0.01257407974
546	0.01256051665
547	0.01255136369
548	0.01253739404
549	0.01249461056
550	0.01248381236
551	0.01244938251
552	0.01242607659
553	0.01240496257
554	0.0123874865
555	0.01235531608
556	0.01234477967
557	0.01233489255
558	0.01229986515
559	0.01226593079
560	0.01223913308
561	0.01222846275
562	0.01219726617
563	0.01218828493
564	0.01218372107
565	0.01217568322
566	0.01216599133
567	0.01215700086
568	0.01214116402
569	0.01213818232
570	0.01211315721
571	0.0120944967
572	0.01208893236
573	0.01207870089
574	0.01206952231
575	0.01203038517
576	0.01201011515
577	0.01199361006
578	0.01196723035
579	0.01195141126
580	0.01193966627
581	0.01192250418
582	0.01187132846
583	0.0118537406
584	0.01183229827
585	0.01181947091
586	0.01180166877
587	0.01178676921
588	0.01177631288
589	0.01176915941
590	0.01174629538
591	0.01173756076
592	0.01171221749
593	0.01169999166
594	0.01168362606
595	0.01167935468
596	0.01165675499
597	0.01164389559
598	0.01162217121
599	0.01160019021
600	0.01158717915
601	0.011554284
602	0.0115314932
603	0.01151147002
604	0.01148823346
605	0.01147938144
606	0.01146514022
607	0.01144585432
608	0.01142726672
609	0.01141034877
610	0.01138144575
611	0.01137444247
612	0.01135780668
613	0.01132912967
614	0.01131200359
615	0.0112952411
616	0.01129279947
617	0.01126917084
618	0.01125547947
619	0.01122045514
620	0.0112082226
621	0.01119532027
622	0.01118280281
623	0.01115913609
624	0.01113454658
625	0.01112242216
626	0.01109526118
627	0.01108920251
628	0.01106488732
629	0.01105867146
630	0.01103914351
631	0.01102896782
632	0.01100371498
633	0.01098610964
634	0.01097654231
635	0.01097136688
636	0.01096648079
637	0.01096153728
638	0.01094592334
639	0.0109357886
640	0.0109225648
641	0.01090185282
642	0.01088251428
643	0.01084896223
644	0.01084261027
645	0.01082250864
646	0.01080310016
647	0.01079034377
648	0.01077571771
649	0.01073770833
650	0.01072949364
651	0.01070756685
652	0.01068472704
653	0.01067473441
654	0.01066365996
655	0.01065431843
656	0.01063572778
657	0.01061267168
658	0.01057346305
659	0.01056350454
660	0.01053999432
661	0.01053212513
662	0.01052649293
663	0.01051192502
664	0.0104971879
665	0.01048534619
666	0.01047097246
667	0.01044260823
668	0.01042681736
669	0.01041211473
670	0.01040749553
671	0.01038368206
672	0.01036677953
673	0.01035416148
674	0.01035106241
675	0.01034135664
676	0.01033316222
677	0.01032167117
678	0.01030788966
679	0.01029322737
680	0.01027619214
681	0.01025687073
682	0.01025449466
683	0.01024858022
684	0.01023743764
685	0.01021776017
686	0.01019745821
687	0.01019146202
688	0.01017232004
689	0.01015843694
690	0.0101396717
691	0.01013125275
692	0.01011984917
693	0.01011276358
694	0.01010282757
695	0.01009501948
696	0.01008303454
697	0.01007736685
698	0.0100736749
699	0.01005644795
700	0.01004180946
701	0.01003371654
702	0.01002670577
703	0.01000271504
704	0.00998650934
705	0.00997796162
706	0.009965303579
707	0.009960395889
708	0.009955408084
709	0.009947966587
710	0.009932560062
711	0.009926279259
712	0.009909414602
713	0.009907227861
714	0.009898451889
715	0.009885424355
716	0.009863995415
717	0.009852634935
718	0.009836266542
719	0.009832933502
720	0.009813912113
721	0.009795573976
722	0.009774684121
723	0.009760613552
724	0.009753048938
725	0.009736807758
726	0.009729500536
727	0.009723416371
728	0.009717151267
729	0.009703848196
730	0.009700908142
731	0.009694972044
732	0.009687629074
733	0.009681184845
734	0.009666943678
735	0.009651730539
736	0.009646076727
737	0.009641574347
738	0.009634089605
739	0.009621402891
740	0.009605052407
741	0.009594891975
742	0.009565550134
743	0.009531125852
744	0.009517937125
745	0.009511533039
746	0.009494922125
747	0.009478034902
748	0.009467767014
749	0.009463561508
750	0.009453621956
751	0.009441794735
752	0.009432920308
753	0.009430122357
754	0.009419695079
755	0.00941345032
756	0.009402742127
757	0.009387563345
758	0.009376354738
759	0.009361943859
760	0.009355047286
761	0.009349285928
762	0.009333122608
763	0.009323764819
764	0.009313094958
765	0.009308411463
766	0.009293353832
767	0.009285914282
768	0.009282412812
769	0.009257543889
770	0.009238224659
771	0.009233584731
772	0.009229078663
773	0.009203257821
774	0.00919274319
775	0.009183008211
776	0.009178163686
777	0.009173309548
778	0.009160599009
779	0.009136455202
780	0.009116531177
781	0.009110341957
782	0.009102870128
783	0.009087174353
784	0.009082640511
785	0.009077422395
786	0.009065720579
787	0.009056260277
788	0.0090498236
789	0.009036523098
790	0.009032111415
791	0.009025971758
792	0.009016915088
793	0.009003142128
794	0.008993231682
795	0.008984826308
796	0.008972139242
797	0.008956327894
798	0.008941449587
799	0.008937278775
800	0.008925603539
801	0.008920427636
802	0.008908215179
803	0.008897331682
804	0.008884923334
805	0.008879639933
806	0.008868146352
807	0.008858937429
808	0.008855406743
809	0.008847003427
810	0.008833210799
811	0.008816559253
812	0.008807067656
813	0.008801722276
814	0.008789970575
815	0.008766922246
816	0.008754155682
817	0.008746463608
818	0.008733827402
819	0.008713620946
820	0.008704889892
821	0.008690199447
822	0.008684020427
823	0.008672497724
824	0.008661561351
825	0.008647539218
826	0.008633304668
827	0.008627598542
828	0.008619945407
829	0.008612249404
830	0.008608143394
831	0.008574962418
832	0.008567108738
833	0.008560749713
834	0.008557078478
835	0.00854802922
836	0.008540930108
837	0.00853114071
838	0.008521984045
839	0.008516529469
840	0.008505783343
841	0.00849636739
842	0.008487895106
843	0.008478787655
844	0.008465234042
845	0.008452096926
846	0.008439557812
847	0.008432816663
848	0.008428217652
849	0.008419904055
850	0.008416348753
851	0.008409313176
852	0.008401932039
853	0.008396550644
854	0.008387230454
855	0.008379549319
856	0.008373436709
857	0.00836442408
858	0.008348813463
859	0.008345044916
860	0.008331778622
861	0.008321510535
862	0.008314630108
863	0.008310974035
864	0.008307470605
865	0.008291666837
866	0.008280957146
867	0.008277713891
868	0.008270668986
869	0.008262725606
870	0.008248788124
871	0.008237923441
872	0.008229736364
873	0.008226215219
874	0.008216770864
875	0.008205218874
876	0.008194104923
877	0.008185751174
878	0.00817903006
879	0.008174094864
880	0.008159102234
881	0.008149084099
882	0.008145825441
883	0.008137141397
884	0.008131960025
885	0.008126058615
886	0.008114978869
887	0.008105510812
888	0.008095882749
889	0.008092961491
890	0.008089707762
891	0.008085623083
892	0.008077724634
893	0.008072565873
894	0.008069067711
895	0.008054838074
896	0.00804573835
897	0.008043793587
898	0.008039002322
899	0.00803073794
900	0.008026299041
901	0.008024866106
902	0.008020458432
903	0.008015057336
904	0.00800813119
905	0.008001678744
906	0.007992281335
907	0.007984871497
908	0.007978200562
909	0.007975113375
910	0.0079699154
911	0.007963405464
912	0.007951527164
913	0.007947101
914	0.00793585311
915	0.007920657113
916	0.007912719129
917	0.007904016315
918	0.007897660474
919	0.007891997568
920	0.007883213973
921	0.007873816861
922	0.00787042804
923	0.007867222405
924	0.007858929571
925	0.007854335758
926	0.00785082691
927	0.007848047867
928	0.007839768332
929	0.007835224227
930	0.007824537713
931	0.007804902549
932	0.007796485379
933	0.007790672559
934	0.007787252292
935	0.007782849746
936	0.007776174619
937	0.007767683375
938	0.007758821427
939	0.007752464659
940	0.007743341723
941	0.007739666031
942	0.007736247302
943	0.007729100471
944	0.007725305074
945	0.007718121026
946	0.007711640048
947	0.007705166718
948	0.007699278551
949	0.007695329929
950	0.00768986143
951	0.007688401925
952	0.00767624005
953	0.007672487375
954	0.00766671196
955	0.007663047732
956	0.007659385603
957	0.007652012536
958	0.007646719173
959	0.007642755865
960	0.007638551324
961	0.007626193886
962	0.007622189941
963	0.007617554491
964	0.007606191819
965	0.007602062954
966	0.007597477329
967	0.007594111624
968	0.007582456672
969	0.007574565387
970	0.007569309086
971	0.007563954331
972	0.007556396124
973	0.007547341957
974	0.00753756068
975	0.007534427375
976	0.007528369091
977	0.007509270308
978	0.007501721068
979	0.00749934553
980	0.007496017867
981	0.007488506962
982	0.007474685688
983	0.007464356535
984	0.007447441146
985	0.007440695666
986	0.007421655148
987	0.007415265484
988	0.007408407221
989	0.007404306641
990	0.007396544476
991	0.007392319772
992	0.007383352712
993	0.007376754487
994	0.007373329405
995	0.00736861419
996	0.007359201204
997	0.007350658315
998	0.007345459856
999	0.007337245721
